Quindio,CIRCASIA
Antioquia,CISNEROS
Antioquia,CIUDAD BOLÍVAR
Bolívar,CLEMENCIA
Antioquia,COCORNÁ
Tolima,COELLO
Cundinamarca,COGUA
Huila,COLOMBIA
Narińo,COLÓN
Sucre,COLOSÓ
Boyacá,CÓMBITA
Antioquia,CONCEPCIÓN
Antioquia,CONCORDIA
Chocó,CONDOTO
Santander,CONFINES
Narińo,CONSACÁ
Narińo,CONTADERO
Santander,CONTRATACIÓN
Norte de Santander,CONVENCIÓN
Antioquia,COPACABANA
Boyacá,COPER
Bolívar,CÓRDOBA
Cauca,CORINTO
Santander,COROMORO
Sucre,COROZAL
Boyacá,CORRALES
Cundinamarca,COTA
Córdoba,COTORRA
Boyacá,COVARACHÍA
Sucre,COVEÑAS
Tolima,COYAIMA
Arauca,CRAVO NORTE
Narińo,CUASPÚD
Boyacá,CUBARÁ
Meta,CUBARRAL
Boyacá,CUCAITA
Cundinamarca,CUCUNUBÁ
Norte de Santander,CÚCUTA
Norte de Santander,CUCUTILLA
Boyacá,CUÍTIVA
Meta,CUMARAL
Vichada,CUMARIBO
Narińo,CUMBAL
Narińo,CUMBITARA
Tolima,CUNDAY
Caquetá,CURILLO
Santander,CURITÍ
Cesar,CURUMANÍ
Antioquia,DABEIBA
Valle del Cauca,DAGUA
La Guajira,DIBULLA
La Guajira,DISTRACCIÓN
Tolima,DOLORES
Antioquia,DONMATÍAS
Risaralda,DOSQUEBRADAS
Boyacá,DUITAMA
Norte de Santander,DURANIA
Antioquia,EBÉJICO
Valle del Cauca,EL ÁGUILA
Antioquia,EL BAGRE
Magdalena,EL BANCO
Valle del Cauca,EL CAIRO
Meta,EL CALVARIO
Chocó,EL CANTÓN DEL SAN PABLO
Norte de Santander,EL CARMEN
Chocó,EL CARMEN DE ATRATO
Bolívar,EL CARMEN DE BOLÍVAR
Santander,EL CARMEN DE CHUCURÍ
Antioquia,EL CARMEN DE VIBORAL
Meta,EL CASTILLO
Valle del Cauca,EL CERRITO
Narińo,EL CHARCO
Boyacá,EL COCUY
Cundinamarca,EL COLEGIO
Cesar,EL COPEY
Caquetá,EL DONCELLO
Meta,EL DORADO
Valle del Cauca,EL DOVIO
Amazonas,EL ENCANTO
Boyacá,EL ESPINO
Santander,EL GUACAMAYO
Bolívar,EL GUAMO
Chocó,EL LITORAL DEL SAN JUAN
La Guajira,EL MOLINO
Cesar,EL PASO
Caquetá,EL PAUJÍL
Narińo,EL PEÑOL
Bolívar,EL PEÑÓN
Magdalena,EL PIÑÓN
Santander,EL PLAYÓN
Magdalena,EL RETÉN
Guaviare,EL RETORNO
Sucre,EL ROBLE
Cundinamarca,EL ROSAL
Narińo,EL ROSARIO
Antioquia,EL SANTUARIO
Narińo,EL TABLÓN DE GÓMEZ
Cauca,EL TAMBO
Norte de Santander,EL TARRA
Norte de Santander,EL ZULIA
Huila,ELÍAS
Santander,ENCINO
Santander,ENCISO
Antioquia,ENTRERRÍOS
Antioquia,ENVIGADO
Tolima,ESPINAL
Cundinamarca,FACATATIVÁ
Tolima,FALAN
Caldas,FILADELFIA
Quindio,FILANDIA
Boyacá,FIRAVITOBA
Tolima,FLANDES
Caquetá,FLORENCIA
Boyacá,FLORESTA
Santander,FLORIÁN
Valle del Cauca,FLORIDA
Santander,FLORIDABLANCA
Cundinamarca,FÓMEQUE
La Guajira,FONSECA
Arauca,FORTUL
Cundinamarca,FOSCA
Narińo,FRANCISCO PIZARRO
Antioquia,FREDONIA
Tolima,FRESNO
Antioquia,FRONTINO
Meta,FUENTE DE ORO
Magdalena,FUNDACIÓN
Narińo,FUNES
Cundinamarca,FUNZA
Cundinamarca,FÚQUENE
Cundinamarca,FUSAGASUGÁ
Cundinamarca,GACHALÁ
Cundinamarca,GACHANCIPÁ
Boyacá,GACHANTIVÁ
Cundinamarca,GACHETÁ
Santander,GALÁN
Atlántico,GALAPA
Sucre,GALERAS
Cundinamarca,GAMA
Cesar,GAMARRA
Santander,GÁMBITA
Boyacá,GÁMEZA
Boyacá,GARAGOA
Huila,GARZÓN
Quindio,GÉNOVA
Huila,GIGANTE
Valle del Cauca,GINEBRA
Antioquia,GIRALDO
Cundinamarca,GIRARDOT
Antioquia,GIRARDOTA
Santander,GIRÓN
Antioquia,GÓMEZ PLATA
Cesar,GONZÁLEZ
Norte de Santander,GRAMALOTE
Antioquia,GRANADA
Santander,GUACA
Boyacá,GUACAMAYAS
Valle del Cauca,GUACARÍ
Cauca,GUACHENÉ
Cundinamarca,GUACHETÁ
Narińo,GUACHUCAL
Valle del Cauca,GUADALAJARA DE BUGA
Antioquia,GUADALUPE
Cundinamarca,GUADUAS
Narińo,GUAITARILLA
Narińo,GUALMATÁN
Magdalena,GUAMAL
Tolima,GUAMO
Cauca,GUAPÍ
Santander,GUAPOTÁ
Sucre,GUARANDA
Antioquia,GUARNE
Cundinamarca,GUASCA
Antioquia,GUATAPÉ
Cundinamarca,GUATAQUÍ
Cundinamarca,GUATAVITA
Boyacá,GUATEQUE
Risaralda,GUÁTICA
Santander,GUAVATÁ
Cundinamarca,GUAYABAL DE SÍQUIMA
Cundinamarca,GUAYABETAL
Boyacá,GUAYATÁ
Santander,GÜEPSA
Boyacá,GÜICÁN
Cundinamarca,GUTIÉRREZ
Norte de Santander,HACARÍ
Bolívar,HATILLO DE LOBA
Santander,HATO
Casanare,HATO COROZAL
La Guajira,HATONUEVO
Antioquia,HELICONIA
Norte de Santander,HERRÁN
Tolima,HERVEO
Antioquia,HISPANIA
Huila,HOBO
Tolima,HONDA
Tolima,IBAGUÉ
Tolima,ICONONZO
Narińo,ILES
Narińo,IMUÉS
Guainía,INÍRIDA
Cauca,INZÁ
Narińo,IPIALES
Huila,ÍQUIRA
Huila,ISNOS
Chocó,ISTMINA
Antioquia,ITAGÜÍ
Antioquia,ITUANGO
Boyacá,IZA
Cauca,JAMBALÓ
Valle del Cauca,JAMUNDÍ
Antioquia,JARDÍN
Boyacá,JENESANO
Antioquia,JERICÓ
Cundinamarca,JERUSALÉN
Santander,JESÚS MARÍA
Santander,JORDÁN
Atlántico,JUAN DE ACOSTA
Cundinamarca,JUNÍN
Chocó,JURADÓ
Córdoba,LA APARTADA
Huila,LA ARGENTINA
Santander,LA BELLEZA
Cundinamarca,LA CALERA
Boyacá,LA CAPILLA
Antioquia,LA CEJA
Risaralda,LA CELIA
Amazonas,LA CHORRERA
Narińo,LA CRUZ
Valle del Cauca,LA CUMBRE
Caldas,LA DORADA
Norte de Santander,LA ESPERANZA
Antioquia,LA ESTRELLA
Narińo,LA FLORIDA
Cesar,LA GLORIA
Guainía,LA GUADALUPE
Cesar,LA JAGUA DE IBIRICO
La Guajira,LA JAGUA DEL PILAR
Narińo,LA LLANADA
Meta,LA MACARENA
Caldas,LA MERCED
Cundinamarca,LA MESA
Caquetá,LA MONTAÑITA
Cundinamarca,LA PALMA
Cesar,LA PAZ
Amazonas,LA PEDRERA
Cundinamarca,LA PEÑA
Antioquia,LA PINTADA
Huila,LA PLATA
Norte de Santander,LA PLAYA
Vichada,LA PRIMAVERA
Casanare,LA SALINA
Cauca,LA SIERRA
Quindio,LA TEBAIDA
Narińo,LA TOLA
Antioquia,LA UNIÓN
Boyacá,LA UVITA
Cauca,LA VEGA
Boyacá,LA VICTORIA
Risaralda,LA VIRGINIA
Norte de Santander,LABATECA
Boyacá,LABRANZAGRANDE
Santander,LANDÁZURI
Santander,LEBRIJA
Narińo,LEIVA
Meta,LEJANÍAS
Cundinamarca,LENGUAZAQUE
Tolima,LÉRIDA
Amazonas,LETICIA
Tolima,LÍBANO
Antioquia,LIBORINA
Narińo,LINARES
Chocó,LLORÓ
Cauca,LÓPEZ DE MICAY
Córdoba,LORICA
Narińo,LOS ANDES
Córdoba,LOS CÓRDOBAS
Sucre,LOS PALMITOS
Norte de Santander,LOS PATIOS
Santander,LOS SANTOS
Norte de Santander,LOURDES
Atlántico,LURUACO
Boyacá,MACANAL
Santander,MACARAVITA
Antioquia,MACEO
Cundinamarca,MACHETÁ
Cundinamarca,MADRID
Bolívar,MAGANGUÉ
Narińo,MAGÜÍ
Bolívar,MAHATES
La Guajira,MAICAO
Sucre,MAJAGUAL
Santander,MÁLAGA
Atlántico,MALAMBO
Narińo,MALLAMA
Atlántico,MANATÍ
La Guajira,MANAURE
Cesar,MANAURE BALCÓN DEL CESAR
Casanare,MANÍ
Caldas,MANIZALES
Cundinamarca,MANTA
Caldas,MANZANARES
Meta,MAPIRIPÁN
Guainía,MAPIRIPANA
Bolívar,MARGARITA
Bolívar,MARÍA LA BAJA
Antioquia,MARINILLA
Boyacá,MARIPÍ
Caldas,MARMATO
Caldas,MARQUETALIA
Risaralda,MARSELLA
Caldas,MARULANDA
Santander,MATANZA
Antioquia,MEDELLÍN
Cundinamarca,MEDINA
Chocó,MEDIO ATRATO
Chocó,MEDIO BAUDÓ
Chocó,MEDIO SAN JUAN
Tolima,MELGAR
Cauca,MERCADERES
Meta,MESETAS
Caquetá,MILÁN
Boyacá,MIRAFLORES
Cauca,MIRANDA
Amazonas,MIRITÍ - PARANÁ
Risaralda,MISTRATÓ
Vaupés,MITÚ
Putumayo,MOCOA
Santander,MOGOTES
Santander,MOLAGAVITA
Córdoba,MOMIL
Bolívar,MOMPÓS
Boyacá,MONGUA
Boyacá,MONGUÍ
Boyacá,MONIQUIRÁ
Antioquia,MONTEBELLO
Bolívar,MONTECRISTO
Córdoba,MONTELÍBANO
Quindio,MONTENEGRO
Córdoba,MONTERÍA
Casanare,MONTERREY
Córdoba,MOÑITOS
Bolívar,MORALES
Caquetá,MORELIA
Guainía,MORICHAL
Sucre,MORROA
Cundinamarca,MOSQUERA
Boyacá,MOTAVITA
Tolima,MURILLO
Antioquia,MURINDÓ
Antioquia,MUTATÁ
Norte de Santander,MUTISCUA
Boyacá,MUZO
Antioquia,NARIÑO
Huila,NÁTAGA
Tolima,NATAGAIMA
Antioquia,NECHÍ
Antioquia,NECOCLÍ
Caldas,NEIRA
Huila,NEIVA
Cundinamarca,NEMOCÓN
Cundinamarca,NILO
Cundinamarca,NIMAIMA
Boyacá,NOBSA
Cundinamarca,NOCAIMA
Caldas,NORCASIA
Bolívar,NOROSÍ
Chocó,NÓVITA
Magdalena,NUEVA GRANADA
Boyacá,NUEVO COLÓN
Casanare,NUNCHÍA
Chocó,NUQUÍ
Valle del Cauca,OBANDO
Santander,OCAMONTE
Norte de Santander,OCAÑA
Santander,OIBA
Boyacá,OICATÁ
Antioquia,OLAYA
Narińo,OLAYA HERRERA
Santander,ONZAGA
Huila,OPORAPA
Putumayo,ORITO
Casanare,OROCUÉ
Tolima,ORTEGA
Narińo,OSPINA
Boyacá,OTANCHE
Sucre,OVEJAS
Boyacá,PACHAVITA
Cundinamarca,PACHO
Vaupés,PACOA
Caldas,PÁCORA
Cauca,PADILLA
Boyacá,PÁEZ
Huila,PAICOL
Cesar,PAILITAS
Cundinamarca,PAIME
Boyacá,PAIPA
Boyacá,PAJARITO
Huila,PALERMO
Caldas,PALESTINA
Santander,PALMAR
Atlántico,PALMAR DE VARELA
Santander,PALMAS DEL SOCORRO
Valle del Cauca,PALMIRA
Sucre,PALMITO
Tolima,PALOCABILDO
Norte de Santander,PAMPLONA
Norte de Santander,PAMPLONITA
Guainía,PANA PANA
Cundinamarca,PANDI
Boyacá,PANQUEBA
Vaupés,PAPUNAUA
Santander,PÁRAMO
Cundinamarca,PARATEBUENO
Cundinamarca,PASCA
Narińo,PASTO
Cauca,PATÍA
Boyacá,PAUNA
Boyacá,PAYA
Casanare,PAZ DE ARIPORO
Boyacá,PAZ DE RÍO
Magdalena,PEDRAZA
Cesar,PELAYA
Caldas,PENSILVANIA
Antioquia,PEÑOL
Antioquia,PEQUE
Risaralda,PEREIRA
Boyacá,PESCA
Cauca,PIAMONTE
Santander,PIEDECUESTA
Tolima,PIEDRAS
Cauca,PIENDAMÓ
Quindio,PIJAO
Magdalena,PIJIÑO DEL CARMEN
Santander,PINCHOTE
Bolívar,PINILLOS
Atlántico,PIOJÓ
Boyacá,PISBA
Huila,PITAL
Huila,PITALITO
Magdalena,PIVIJAY
Tolima,PLANADAS
Córdoba,PLANETA RICA
Magdalena,PLATO
Narińo,POLICARPA
Atlántico,POLONUEVO
Atlántico,PONEDERA
Cauca,POPAYÁN
Casanare,PORE
Narińo,POTOSÍ
Valle del Cauca,PRADERA
Tolima,PRADO
Narińo,PROVIDENCIA
Cesar,PUEBLO BELLO
Córdoba,PUEBLO NUEVO
Risaralda,PUEBLO RICO
Antioquia,PUEBLORRICO
Magdalena,PUEBLOVIEJO
Santander,PUENTE NACIONAL
Narińo,PUERRES
Amazonas,PUERTO ALEGRÍA
Amazonas,PUERTO ARICA
Putumayo,PUERTO ASÍS
Antioquia,PUERTO BERRÍO
Boyacá,PUERTO BOYACÁ
Putumayo,PUERTO CAICEDO
Vichada,PUERTO CARREÑO
Atlántico,PUERTO COLOMBIA
Meta,PUERTO CONCORDIA
Córdoba,PUERTO ESCONDIDO
Meta,PUERTO GAITÁN
Putumayo,PUERTO GUZMÁN
Putumayo,PUERTO LEGUÍZAMO
Córdoba,PUERTO LIBERTADOR
Meta,PUERTO LLERAS
Meta,PUERTO LÓPEZ
Antioquia,PUERTO NARE
Amazonas,PUERTO NARIÑO
Santander,PUERTO PARRA
Caquetá,PUERTO RICO
Arauca,PUERTO RONDÓN
Cundinamarca,PUERTO SALGAR
Norte de Santander,PUERTO SANTANDER
Cauca,PUERTO TEJADA
Antioquia,PUERTO TRIUNFO
Santander,PUERTO WILCHES
Cundinamarca,PULÍ
Narińo,PUPIALES
Cauca,PURACÉ
Tolima,PURIFICACIÓN
Córdoba,PURÍSIMA DE LA CONCEPCIÓN
Cundinamarca,QUEBRADANEGRA
Cundinamarca,QUETAME
Chocó,QUIBDÓ
Quindio,QUIMBAYA
Risaralda,QUINCHÍA
Boyacá,QUÍPAMA
Cundinamarca,QUIPILE
Norte de Santander,RAGONVALIA
Boyacá,RAMIRIQUÍ
Boyacá,RÁQUIRA
Casanare,RECETOR
Bolívar,REGIDOR
Antioquia,REMEDIOS
Magdalena,REMOLINO
Atlántico,REPELÓN
Meta,RESTREPO
Antioquia,RETIRO
Cundinamarca,RICAURTE
Cesar,RÍO DE ORO
Chocó,RÍO IRÓ
Chocó,RÍO QUITO
Bolívar,RÍO VIEJO
Tolima,RIOBLANCO
Valle del Cauca,RIOFRÍO
La Guajira,RIOHACHA
Antioquia,RIONEGRO
Caldas,RIOSUCIO
Caldas,RISARALDA
Huila,RIVERA
Narińo,ROBERTO PAYÁN
Valle del Cauca,ROLDANILLO
Tolima,RONCESVALLES
Boyacá,RONDÓN
Cauca,ROSAS
Tolima,ROVIRA
Santander,SABANA DE TORRES
Atlántico,SABANAGRANDE
Antioquia,SABANALARGA
Magdalena,SABANAS DE SAN ÁNGEL
Antioquia,SABANETA
Boyacá,SABOYÁ
Casanare,SÁCAMA
Boyacá,SÁCHICA
Córdoba,SAHAGÚN
Huila,SALADOBLANCO
Caldas,SALAMINA
Norte de Santander,SALAZAR
Tolima,SALDAÑA
Quindio,SALENTO
Antioquia,SALGAR
Boyacá,SAMACÁ
Caldas,SAMANÁ
Narińo,SAMANIEGO
Sucre,SAMPUÉS
Huila,SAN AGUSTÍN
Cesar,SAN ALBERTO
Santander,SAN ANDRÉS
Antioquia,SAN ANDRÉS DE CUERQUÍA
Córdoba,SAN ANDRÉS DE SOTAVENTO
Narińo,SAN ANDRÉS DE TUMACO
Córdoba,SAN ANTERO
Tolima,SAN ANTONIO
Cundinamarca,SAN ANTONIO DEL TEQUENDAMA
Santander,SAN BENITO
Sucre,SAN BENITO ABAD
Cundinamarca,SAN BERNARDO
Córdoba,SAN BERNARDO DEL VIENTO
Norte de Santander,SAN CALIXTO
Antioquia,SAN CARLOS
Meta,SAN CARLOS DE GUAROA
Cundinamarca,SAN CAYETANO
Bolívar,SAN CRISTÓBAL
Cesar,SAN DIEGO
Boyacá,SAN EDUARDO
Bolívar,SAN ESTANISLAO
Guainía,SAN FELIPE
Bolívar,SAN FERNANDO
Antioquia,SAN FRANCISCO
Santander,SAN GIL
Bolívar,SAN JACINTO
Bolívar,SAN JACINTO DEL CAUCA
Antioquia,SAN JERÓNIMO
Santander,SAN JOAQUÍN
Caldas,SAN JOSÉ
Antioquia,SAN JOSÉ DE LA MONTAÑA
Santander,SAN JOSÉ DE MIRANDA
Boyacá,SAN JOSÉ DE PARE
Córdoba,SAN JOSÉ DE URÉ
Caquetá,SAN JOSÉ DEL FRAGUA
Guaviare,SAN JOSÉ DEL GUAVIARE
Chocó,SAN JOSÉ DEL PALMAR
Meta,SAN JUAN DE ARAMA
Sucre,SAN JUAN DE BETULIA
Cundinamarca,SAN JUAN DE RIOSECO
Antioquia,SAN JUAN DE URABÁ
La Guajira,SAN JUAN DEL CESAR
Bolívar,SAN JUAN NEPOMUCENO
Meta,SAN JUANITO
Narińo,SAN LORENZO
Antioquia,SAN LUIS
Boyacá,SAN LUIS DE GACENO
Casanare,SAN LUIS DE PALENQUE
Sucre,SAN LUIS DE SINCÉ
Sucre,SAN MARCOS
Cesar,SAN MARTÍN
Bolívar,SAN MARTÍN DE LOBA
Boyacá,SAN MATEO
Santander,SAN MIGUEL
Boyacá,SAN MIGUEL DE SEMA
Sucre,SAN ONOFRE
Bolívar,SAN PABLO
Boyacá,SAN PABLO DE BORBUR
Sucre,SAN PEDRO
Narińo,SAN PEDRO DE CARTAGO
Antioquia,SAN PEDRO DE LOS MILAGROS
Antioquia,SAN PEDRO DE URABÁ
Córdoba,SAN PELAYO
Antioquia,SAN RAFAEL
Antioquia,SAN ROQUE
Cauca,SAN SEBASTIÁN
Magdalena,SAN SEBASTIÁN DE BUENAVISTA
Tolima,SAN SEBASTIÁN DE MARIQUITA
Santander,SAN VICENTE DE CHUCURÍ
Caquetá,SAN VICENTE DEL CAGUÁN
Antioquia,SAN VICENTE FERRER
Magdalena,SAN ZENÓN
Narińo,SANDONÁ
Magdalena,SANTA ANA
Antioquia,SANTA BÁRBARA
Magdalena,SANTA BÁRBARA DE PINTO
Bolívar,SANTA CATALINA
Antioquia,SANTA FÉ DE ANTIOQUIA
Santander,SANTA HELENA DEL OPÓN
Tolima,SANTA ISABEL
Atlántico,SANTA LUCÍA
Boyacá,SANTA MARÍA
Magdalena,SANTA MARTA
Bolívar,SANTA ROSA
Risaralda,SANTA ROSA DE CABAL
Antioquia,SANTA ROSA DE OSOS
Boyacá,SANTA ROSA DE VITERBO
Bolívar,SANTA ROSA DEL SUR
Vichada,SANTA ROSALÍA
Boyacá,SANTA SOFÍA
Narińo,SANTACRUZ
Boyacá,SANTANA
Cauca,SANTANDER DE QUILICHAO
Norte de Santander,SANTIAGO
Sucre,SANTIAGO DE TOLÚ
Antioquia,SANTO DOMINGO
Atlántico,SANTO TOMÁS
Risaralda,SANTUARIO
Narińo,SAPUYES
Arauca,SARAVENA
Norte de Santander,SARDINATA
Cundinamarca,SASAIMA
Boyacá,SATIVANORTE
Boyacá,SATIVASUR
Antioquia,SEGOVIA
Cundinamarca,SESQUILÉ
Valle del Cauca,SEVILLA
Boyacá,SIACHOQUE
Cundinamarca,SIBATÉ
Putumayo,SIBUNDOY
Norte de Santander,SILOS
Cundinamarca,SILVANIA
Cauca,SILVIA
Santander,SIMACOTA
Cundinamarca,SIMIJACA
Bolívar,SIMITÍ
Sucre,SINCELEJO
Chocó,SIPÍ
Magdalena,SITIONUEVO
Cundinamarca,SOACHA
Boyacá,SOATÁ
Boyacá,SOCHA
Santander,SOCORRO
Boyacá,SOCOTÁ
Boyacá,SOGAMOSO
Caquetá,SOLANO
Atlántico,SOLEDAD
Caquetá,SOLITA
Boyacá,SOMONDOCO
Antioquia,SONSÓN
Antioquia,SOPETRÁN
Bolívar,SOPLAVIENTO
Cundinamarca,SOPÓ
Boyacá,SORA
Boyacá,SORACÁ
Boyacá,SOTAQUIRÁ
Cauca,SOTARA
Santander,SUAITA
Atlántico,SUAN
Cauca,SUÁREZ
Huila,SUAZA
Cundinamarca,SUBACHOQUE
Cauca,SUCRE
Cundinamarca,SUESCA
Cundinamarca,SUPATÁ
Caldas,SUPÍA
Santander,SURATÁ
Cundinamarca,SUSA
Boyacá,SUSACÓN
Boyacá,SUTAMARCHÁN
Cundinamarca,SUTATAUSA
Boyacá,SUTATENZA
Cundinamarca,TABIO
Chocó,TADÓ
Bolívar,TALAIGUA NUEVO
Cesar,TAMALAMEQUE
Casanare,TÁMARA
Arauca,TAME
Antioquia,TÁMESIS
Narińo,TAMINANGO
Narińo,TANGUA
Vaupés,TARAIRA
Amazonas,TARAPACÁ
Antioquia,TARAZÁ
Huila,TARQUI
Antioquia,TARSO
Boyacá,TASCO
Casanare,TAURAMENA
Cundinamarca,TAUSA
Huila,TELLO
Cundinamarca,TENA
Magdalena,TENERIFE
Cundinamarca,TENJO
Boyacá,TENZA
Norte de Santander,TEORAMA
Huila,TERUEL
Huila,TESALIA
Cundinamarca,TIBACUY
Boyacá,TIBANÁ
Boyacá,TIBASOSA
Cundinamarca,TIBIRITA
Norte de Santander,TIBÚ
Córdoba,TIERRALTA
Huila,TIMANÁ
Cauca,TIMBÍO
Cauca,TIMBIQUÍ
Boyacá,TINJACÁ
Boyacá,TIPACOQUE
Bolívar,TIQUISIO
Antioquia,TITIRIBÍ
Boyacá,TOCA
Cundinamarca,TOCAIMA
Cundinamarca,TOCANCIPÁ
Boyacá,TOGÜÍ
Antioquia,TOLEDO
Sucre,TOLÚ VIEJO
Santander,TONA
Boyacá,TÓPAGA
Cundinamarca,TOPAIPÍ
Cauca,TORIBÍO
Valle del Cauca,TORO
Boyacá,TOTA
Cauca,TOTORÓ
Casanare,TRINIDAD
Valle del Cauca,TRUJILLO
Atlántico,TUBARÁ
Córdoba,TUCHÍN
Valle del Cauca,TULUÁ
Boyacá,TUNJA
